source,target
7D44A30E,7F6ACD60
7D44A30E,805FA604
814B140F,7E2FBEA0
814B140F,72E0D910
814B140F,78DD7B78
814B140F,77D5CEE2
814B140F,806A3609
814B140F,7B4E6E96
814B140F,6D0B944F
814B140F,81555074
814B140F,7960989F
814B140F,7F00D2ED
814B140F,815A7159
814B140F,7CC92DF6
814B140F,06C1EEC3
814B140F,7D3F5454
8134ED27,816E5A45
8134ED27,7BBA9C46
8134ED27,8115D9C5
8134ED27,7B50ED8B
8134ED27,7F34FE50
8134ED27,7983F93A
8134ED27,812082BE
7D8DBF16,7FCF1D56
7D8DBF16,7F203F3A
7D8DBF16,03C25F88
7D8DBF16,7CD06DD5
7D8DBF16,7729AF46
7D8DBF16,7BD11013
7D8DBF16,78381778
7D8DBF16,5E39FAC2
7D8DBF16,018CE8B8
7D8DBF16,027B8ACC
7D8DBF16,7F7D4671
7D8DBF16,769DA01B
7D8DBF16,5CC16B54
7F94BA05,7889BDBE
7F94BA05,7EFF0829
7F94BA05,76D744F3
7F94BA05,78BFAA6D
7F94BA05,8081F368
7F94BA05,6FB77951
7F94BA05,80BD4255
7F94BA05,8137B567
7F94BA05,76A6F6C5
7F94BA05,80C661F3
7F94BA05,80557546
7F94BA05,7EA6AA35
7F94BA05,6D219760
7F94BA05,5A645EFC
7F94BA05,7D7CBAB2
7F94BA05,80A02943
7D3F04DE,813B92FB
7D3F04DE,8006CBC9
7D3F04DE,78EEFF9A
7D3F04DE,7.03E+11
7D3F04DE,5B26D3CE
7D3F04DE,806B02E7
7D3F04DE,7BED3CAA
7D3F04DE,7AB96DAD
7D3F04DE,08F43B8C
7D3F04DE,802B14C5
7D3F04DE,7E197E4A
7D3F04DE,5A42F5A6
7F94C381,80BA2FE2
7F94C381,78D922CD
7F94C381,7EDBEB9E
7F94C381,0BC32D4D
8119AF83,03A7CE37
8119AF83,5FDB189F
7D8763BA,7F824097
7D8763BA,7D65F87B
7D8763BA,05BB068D
7D8763BA,7DFE9738
7D8763BA,7586337D
7FB5291D,613B9967
7FB5291D,7CC64163
7FB5291D,811BFBF3
7FB5291D,7826ED6A
7FB5291D,754C87CA
7FB5291D,7D6D50D2
7D8A4937,5AFF7B4C
7D8A4937,7D9AB089
7D8A4937,7F660205
7D8A4937,80B41B7B
7D8A4937,7F5FA7A9
7D8A4937,814D7316
7D8A4937,7F1FB400
7D8A4937,769EB29A
7D8A4937,79F5AEDC
7D8A4937,7F3BD326
7D8A4937,7F21F811
7D8A4937,5BF85B7E
7D646136,768E4F69
7D646136,7D9FF117
7D646136,5959ADE7
7D646136,80F1E69F
7D646136,79636583
7D646136,79BF7953
7D646136,7B30D10E
7DA76E15,7B0C01A9
7DA76E15,5FB38F42
7DA76E15,5DA0130D
7DA76E15,046F5017
7DA76E15,5E3FC01E
7DA76E15,7DE09244
7DA76E15,7D15EFF0
7F59C827,5D6B131D
7F59C827,7D69CE9A
7F59C827,8120C2BD
7F59C827,7CF6011B
7F59C827,778BBC01
7F59C827,774A0A5D
7F59C827,8031698D
7F59C827,800B171F
7F59C827,80554665
7F59C827,7F48D493
7ECF774F,7AA06FB7
7ECF774F,7E366ABF
7ECF774F,8103C4F1
7ECF774F,85C7E261
7ECF774F,7B65E15C
7ECF774F,7C502D49
7ECF774F,685E9E32
7ECF774F,7E6BECA0
7ECF774F,5A580089
7ECF774F,7EBD87F5
7ECF774F,76AE4EB5
7ECF774F,6E5116A3
7ECF774F,763EE6C2
7ECF774F,75518164
7ECF774F,781E0A95
7ECF774F,7FACC1CC
7ECF774F,5F8FDCC4
7ECF774F,7EED1245
7ECF774F,089E571F
7F693F49,7E4AC048
7F693F49,759F6EE8
7F693F49,7FCED72A
7F693F49,592AF091
7F693F49,58FFA5FE
7F693F49,8069E5A5
7F693F49,774A150B
7F693F49,80446F84
7F693F49,7F8F5F85
7F39E46E,812D91FC
7F39E46E,7FC43DE6
7F39E46E,7DE80E4C
7F39E46E,6D2EC449
7F39E46E,7CFD2467
7F39E46E,7A9D085C
7F39E46E,7D3ECC6F
81181922,7637B7F0
81181922,793B5AD4
81181922,05C1B4D8
81181922,7CF4DCFE
81181922,7EAE1116
81181922,79A5B6A4
81181922,02DD7D7F
81181922,7B2DF7C8
81181922,7ED7536B
81181922,798E9AD4
81181922,817B9632
81181922,79F39794
81181922,7D90D086
81181922,7FA6E258
81181922,0147ECF4
81181922,08578A07
81181922,7698751A
81181922,706015CC
7E6D9E6A,81680860
7E6D9E6A,813AA26D
7E6D9E6A,5C9EC7A8
7E6D9E6A,810A7B92
7E6D9E6A,763EE6C2
7E6D9E6A,5E075F79
7DAA1D41,770022BD
7DAA1D41,80B60DF4
7DAA1D41,10AB4CDD
7DAA1D41,5934DD6B
7DAA1D41,0953644A
7DAA1D41,78753868
7DAA1D41,85D92ABD
7DAA1D41,7825411B
7DAA1D41,797A3B8F
7DAA1D41,7D4FB30A
7DAA1D41,7DD53F82
7DAA1D41,76BF2DBD
7DAA1D41,79165668
7DAA1D41,81680860
7FC7AF17,785F8791
7FC7AF17,5A5B497F
7FC7AF17,5DCAB453
7FC7AF17,75C0EAB5
7D01F6D1,7A3BBB6E
7D01F6D1,807C551D
7D01F6D1,7B30DBFD
7D01F6D1,7BA5489D
7D01F6D1,7F0DF1A6
7D01F6D1,59DDFA0F
7D01F6D1,75AC8061
7D01F6D1,NE29862
7D01F6D1,81B43D4C
7D01F6D1,0228F052
7D01F6D1,7926F5AD
7D01F6D1,7FAA4319
7D01F6D1,NE34186
7D01F6D1,5BBEA9D8
7D01F6D1,5E187DF0
7D01F6D1,7EDDE65C
7D01F6D1,NE35108
7D01F6D1,5FE21FD0
7D01F6D1,0111100B
7D01F6D1,66B98274
7D01F6D1,7AEA71E4
7D01F6D1,7ED7536B
7D01F6D1,8155F418
7D01F6D1,7D90D086
7D01F6D1,NE32114
7D01F6D1,77B2A625
7D01F6D1,7C73D684
7D01F6D1,NE32702
7D01F6D1,65D98BD1
7D01F6D1,814EAC2A
7D01F6D1,772DF95C
7D01F6D1,7B343D9F
7D01F6D1,8113CC0B
7D01F6D1,7FE52CF8
7D01F6D1,7DE415B5
7D01F6D1,7D138571
7D01F6D1,78F4C0E8
7D01F6D1,NE31652
7D01F6D1,5BBEA9D8
7D01F6D1,80F870E6
7D01F6D1,7FE52CF8
7D01F6D1,772DF95C
7D01F6D1,7F0DF1A6
7D01F6D1,7AEA71E4
7D01F6D1,7817922
7D01F6D1,0111100B
7D01F6D1,77B2A625
7D01F6D1,7DE415B5
7D01F6D1,7A3BBB6E
7D01F6D1,80E92D86
7D01F6D1,7B30DBFD
7D01F6D1,72BB61D8
7D01F6D1,7D138571
7D01F6D1,59DDFA0F
7D01F6D1,7C63AAF8
7D01F6D1,8155F418
7D01F6D1,78F4C0E8
7D01F6D1,7D90D086
7D01F6D1,7ED7536B
7D01F6D1,5C89938A
7D01F6D1,80D8D8BF
7D01F6D1,7B343D9F
7D01F6D1,5C677563
7D01F6D1,81298B49
7D01F6D1,5E187DF0
7D01F6D1,5B5F8DAD
7D01F6D1,7BA5489D
7D01F6D1,66B98274
7D01F6D1,8113CC0B
7D01F6D1,7EDDE65C
7D01F6D1,65D98BD1
7D01F6D1,75AC8061
7D01F6D1,7926F5AD
7D37DC81,7A11F595
7D37DC81,80DF7B96
7D37DC81,5DDF156F
7D37DC81,7D1F7665
7D37DC81,781C69A8
7D37DC81,7DE53F21
7D37DC81,7AD0A4F9
7D37DC81,14878545
7D37DC81,7A5127F8
7D37DC81,045C2192
7D37DC81,07CE1D3C
7D37DC81,70128864
7D37DC81,7D5E0AC0
7D37DC81,775EC49A
811139D9,815ACEE4
811139D9,817A9DA5
811139D9,7EF5C2C0
811139D9,7E58D74A
811139D9,79F21F01
811139D9,5955F6A8
811139D9,7F9DFB71
811139D9,7529EE71
811139D9,80B7E82F
811139D9,8038D041
811139D9,7F135B5C
811139D9,7CE9188F
811139D9,7DF36BEF
811139D9,77277743
811139D9,8006E0F9
811139D9,7ECDD0B7
811139D9,69ABA2C4
811139D9,81387486
811139D9,7D92D32D
811139D9,5BF31C4A
7E4A9FBC,7AA63D14
7E4A9FBC,5DFACDFA
7E4A9FBC,5F94EBB1
7E4A9FBC,5FA747C3
7E4A9FBC,7D7A5723
7E4A9FBC,767EC7CB
7E4A9FBC,7B2E5EC6
7E4A9FBC,79A04630
7E4A9FBC,81350D5F
7FBAA8BB,7CF7BA8E
7FBAA8BB,59D3037F
7FBAA8BB,5EE76D38
7FBAA8BB,8134CB3D
7FBAA8BB,5F940874
7FBAA8BB,7D78BD7A
7FBAA8BB,803D19FC
7FBAA8BB,04560D69
7FBAA8BB,5D12BD74
7FBAA8BB,7D84E173
7FBAA8BB,775F08F6
7F5F7D2B,862FA2E5
7F5F7D2B,7F932700
7F5F7D2B,815CD2AF
7F5F7D2B,09C4FAE8
7F5F7D2B,7C86A927
7F5F7D2B,67992BC5
7F5F7D2B,6E851260
7F5F7D2B,02A2BEC1
7F5F7D2B,7F78C773
7F5F7D2B,7BF548B5
7F5F7D2B,75D6A69D
7F5F7D2B,7B2E5EC6
7F5F7D2B,78F54A6E
7DF1226C,7E9456E7
7DF1226C,7F762D89
7DF1226C,7D26CE37
7DF1226C,7EDE311F
7DF1226C,7E5134DE
7DF1226C,810501A1
7DF1226C,7C828D49
7DF1226C,7F64418F
7DF1226C,7D17846D
7DF1226C,7F210653
7DF1226C,5AD642E1
8143A02B,6CCD9FBB
8143A02B,5EAF2FAF
8143A02B,5EDA9C10
8143A02B,7EAADE3A
8143A02B,02E622CF
7FE34EAB,80B0194B
7FE34EAB,7A5B565B
7FE34EAB,80CEB55A
7FE34EAB,7E4E65E6
7FE34EAB,7D49625A
7FE34EAB,5FBD73B0
7FE34EAB,7E4E1ADD
7FE34EAB,5AFAFA3F
7FE34EAB,7D9AF79E
7FE34EAB,860FE427
812E4284,808F1082
812E4284,7B389FB3
812E4284,8089BD6E
812E4284,7EEAAFDE
812E4284,5DC63D31
812E4284,7C360531
812E4284,5833CA72
812E4284,7DC3B2D0
812E4284,05366D76
812E4284,755D5DD0
812E4284,7DF37E50
812E4284,58435EB4
812E4284,80D1BAC5
812E4284,594004C7
812E4284,7D51736C
812E4284,5F1C19CB
812E4284,7E0CC7EA
7F749D71,6F592007
7F749D71,7F78C773
7F749D71,814C71BB
7F749D71,6E851260
809F6D98,58688F53
809F6D98,814E5BD8
809F6D98,7CEAF549
809F6D98,012CF2C7
809F6D98,76282434
809F6D98,5BE53E8B
809F6D98,7679375F
809F6D98,77E6E506
809F6D98,7D514A05
809F6D98,7F8647B0
809F6D98,8.03E+80
809F6D98,7EF75C4F
809F6D98,7DFD778F
7EA1CC45,7F6F1751
7EA1CC45,7FC7BBC6
7EA1CC45,5A959449
7EA1CC45,66F6E36D
7EA1CC45,751CA6D5
7EA1CC45,7FE3D880
7EA1CC45,78442A18
7EA1CC45,7F52FF07
7EA1CC45,7D1A78D5
7EA1CC45,8142497B
7F589DBA,80087AF2
7F589DBA,79636583
7F589DBA,7F1CAA76
7F589DBA,7B30D10E
7F589DBA,7BC10F56
7F589DBA,7C5727EF
7F589DBA,79BF7953
7F589DBA,7D7F8A42
7F589DBA,7F25D0C8
7F589DBA,06F7CB19
7F589DBA,7C3EAA93
7F589DBA,7D9092E0
7F589DBA,5F16B7AD
7F589DBA,5959ADE7
7F589DBA,779D17C8
7F589DBA,7ED7536B
7F589DBA,09057A54
7F589DBA,779CBF34
7F589DBA,7E9C9A1C
813861FB,7C504F77
813861FB,NE35190
813861FB,NE35188
813861FB,NE35187
813861FB,5D477B19
813861FB,7FAC8BEA
813861FB,NE35176
813861FB,752AACEC
813861FB,7F858B27
813861FB,76B06600
813861FB,NE35186
813861FB,NE35184
813861FB,7A58A3FF
813861FB,5A559D96
813861FB,7F0A30F1
813861FB,7720B197
813861FB,63C3C4AE
813861FB,7B132B81
813861FB,5B1A5C85
813861FB,NE14406
813861FB,NE35181
813861FB,7AD3E400
813861FB,NE35180
813861FB,7D003BCA
813861FB,7C392565
813861FB,7EBC1962
813861FB,5BB05E82
813861FB,5BC9428D
813861FB,7B126586
813861FB,7FD73356
813861FB,80E05FF1
813861FB,7F0A30F1
813861FB,5FA9E040
813861FB,7AD3E400
813861FB,63C3C4AE
813861FB,5D477B19
813861FB,7FD73356
813861FB,5B1A5C85
813861FB,641D5808
813861FB,7B126586
813861FB,7D003BCA
813861FB,7985CEA1
813861FB,7A58A3FF
813861FB,7C504F77
813861FB,7EB14784
813861FB,7F858B27
813861FB,7B132B81
813861FB,7923C1DC
813861FB,5BB05E82
813861FB,7FAC8BEA
813861FB,7EB3D42A
813861FB,76B06600
813861FB,76524BE9
813861FB,7C392565
813861FB,6E8D5C46
813861FB,752AACEC
813861FB,5A559D96
813861FB,5C5C7CC4
813861FB,7EBC1962
813861FB,7720B197
7D5A561E,77016EC4
7D5A561E,7DE94737
7D5A561E,8046EB2F
7D5A561E,772F8182
7D5A561E,77DEE345
7D5A561E,5B5BC61C
7D5A561E,7EE48A59
7D5A561E,806B5F7E
7D5A561E,0C4FD818
7D5A561E,810139CF
7D5A561E,019C63DE
7D5A561E,5E1ABE3A
7D5A561E,79B22CA5
81316791,5A7EA9D2
81316791,8007A465
81316791,8066A5B3
81316791,NE34807
81316791,NE34800
81316791,8007A465
81316791,7D9A6B07
81316791,NE34805
81316791,7D349A19
81316791,7F860A07
81316791,7D9A6B07
81316791,05DF80F5
7D8ED3A2,7BEBA82C
7D8ED3A2,75389AE7
7D8ED3A2,8012FB08
7D8ED3A2,7E44A621
7D8ED3A2,80EDA9F6
7D8ED3A2,7DC72CCC
7D8ED3A2,8137812E
7D8ED3A2,7F409A2D
7D8ED3A2,7D3542C2
7D8ED3A2,7E50790B
7D8ED3A2,7FF22CC3
7D8ED3A2,7F6B4D2E
7D8ED3A2,7A919D59
7D8ED3A2,5FBBD2DC
7D8ED3A2,62634F35
7D8ED3A2,78DCA13F
7F3DC257,7DCB1046
7F3DC257,810CEEBE
7F3DC257,0A6C4BF9
7F3DC257,81698A92
7F3DC257,7EA7F140
7F3DC257,7DFE9738
7F3DC257,7C2CC3F3
7F3DC257,80125530
7F3DC257,7EE77184
7F3DC257,0295EE5D
7F3DC257,7E328E3E
7FFE3F20,NE34325
7FFE3F20,NE34324
7FFE3F20,7CBB518C
7FFE3F20,6164D49C
7FFE3F20,7DCB1046
7FFE3F20,8112430E
7FFE3F20,0BF4772A
7FFE3F20,NE34318
7FFE3F20,7BA49C9A
7FFE3F20,7F3EDE1E
7FFE3F20,NE34318
7FFE3F20,NE31948
7FFE3F20,NE34310
7FFE3F20,1024D74F
7FFE3F20,7D7AB0CA
7FFE3F20,7F652BAE
7FFE3F20,7D5B7D67
7FFE3F20,5C428CB4
7FFE3F20,NE31264
7FFE3F20,NE34311
7FFE3F20,6164D49C
7FFE3F20,7DCB1046
7FFE3F20,NE34327
7FFE3F20,7D5B7D67
7FFE3F20,7BA49C9A
7FFE3F20,5C428CB4
7FFE3F20,7CBB518C
7FFE3F20,7E9441CC
7FFE3F20,1024D74F
7FFE3F20,7F2A7F3A
7FFE3F20,0A4D99DB
7FFE3F20,7D7AB0CA
7FFE3F20,7D145308
7FFE3F20,0A8084A5
7FFE3F20,NE34326
7FFE3F20,5BD26B01
7FFE3F20,7F652BAE
7FFE3F20,8112430E
7FFE3F20,0BF4772A
7FFE3F20,7F3EDE1E
7F2264D8,7F344BFD
7F2264D8,NE32506
7F2264D8,58850AB6
7F2264D8,8041704A
7F2264D8,7D044740
7F2264D8,NE35299
7F2264D8,787FC846
7F2264D8,5BF30223
7F2264D8,5B5C7FF4
7F2264D8,7E4AC048
7F2264D8,NE35297
7F2264D8,76527F64
7F2264D8,NE35290
7F2264D8,NE31686
7F2264D8,NE35295
7F2264D8,809250D0
7F2264D8,7EE77184
7F2264D8,NE35292
7F2264D8,NE35291
7F2264D8,NE35302
7F2264D8,NE35303
7F2264D8,7F4AD951
7F2264D8,NE35304
7F2264D8,7B47DA88
7F2264D8,7FBC3781
7F2264D8,7E4AC048
7F2264D8,7F4AD951
7F2264D8,NE35301
7F2264D8,76527F64
7F2264D8,7F20B9F1
7F2264D8,7E7DD06B
7F2264D8,809250D0
7F2264D8,5B5C7FF4
7F2264D8,7CF35381
7F2264D8,7F344BFD
7F2264D8,787FC846
7F2264D8,7DA0B0DD
7F2264D8,58850AB6
7F2264D8,8041704A
7F2264D8,7D044740
7F2264D8,7F492100
7F2264D8,7C2CC3F3
7F2264D8,75139F2C
7F2264D8,7922D431
7F2264D8,7B47DA88
7F2264D8,1181BA0A
7E3109FD,7BEC496F
7E3109FD,7E384521
7E3109FD,5BB513DB
7E3109FD,NE34620
7E3109FD,7FC5CA51
7E3109FD,7F75D7B7
7E3109FD,7F75D7B7
7E3109FD,NE34621
7E3109FD,5BB513DB
7E3109FD,7E384521
7E3109FD,7E58CE61
7E3109FD,8.09E+91
7E3109FD,7FC5CA51
80F76D05,7DE27E00
80F76D05,7F6BCAE6
80F76D05,81AA304B
80F76D05,77D3BE1B
80F76D05,7E328E3E
80F76D05,7ECEFC4E
80F76D05,7D7C7E4B
80F76D05,7817922
80F76D05,7E180773
80F76D05,6A5CEC39
80F76D05,7F6ACD60
80F76D05,7FC85C82
80F76D05,7E2961D2
80F76D05,801FF0F1
80F76D05,7B9D467A
80F76D05,7F135B5C
80F76D05,7EF027BD
80F76D05,7D68E96E
80F76D05,5DE434C8
7F55A029,751D56E7
7F55A029,751D56E7
7F55A029,7F20B9F1
7F55A029,5A049EC6
7F55A029,7F856D71
7F55A029,6D2F2E25
7F55A029,78A3731F
80FE4D16,NE35334
80FE4D16,02491F70
80FE4D16,NE35337
80FE4D16,NE9892
80FE4D16,7B8BE146
80FE4D16,NE35336
80FE4D16,NE35335
80FE4D16,80C953FD
80FE4D16,NE35338
80FE4D16,5AC0A009
80FE4D16,588BFC2A
80FE4D16,02491F70
7F8F6D96,NE34249
7F8F6D96,NE34248
7F8F6D96,75C6685C
7F8F6D96,NE34247
7F49AFA7,7575CFEC
7F49AFA7,5C86D28E
7F49AFA7,750C0468
7F49AFA7,794BBC70
7F49AFA7,0C34B14F
7F49AFA7,7A00BA42
7F49AFA7,8267F0F0
7F49AFA7,7CF38BF5
7F49AFA7,69040A0E
7F49AFA7,7DE94737
803ABD77,803CC11D
803ABD77,7D400249
803ABD77,7D713930
803ABD77,01EDF842
803ABD77,7D0CF7A1
803ABD77,7D2F0F7B
803ABD77,8028675C
803ABD77,0F462595
803ABD77,7879308F
8057A9EC,NE34675
8057A9EC,59C818AC
8057A9EC,83BE2AFB
8057A9EC,7D1DE51B
8057A9EC,7C43B6E0
8057A9EC,0B088672
8057A9EC,7C03F06E
8057A9EC,NE11907
8057A9EC,808D74B0
8057A9EC,773CCE57
8057A9EC,59C818AC
8057A9EC,773CCE57
8057A9EC,7C43B6E0
8057A9EC,812313D9
8057A9EC,7C03F06E
8057A9EC,0B088672
8057A9EC,83BE2AFB
815CF84E,7BE6DD77
815CF84E,800B171F
815CF84E,605AFE74
815CF84E,7FE046D7
815CF84E,7E583784
815CF84E,7A5EFDFD
815CF84E,7E931EC0
815CF84E,0B82CC9A
815CF84E,81560A4E
815CF84E,8031698D
815CF84E,7F48D493
815CF84E,7CF46DC5
815CF84E,72E0D910
815CF84E,769EC81F
815CF84E,814C5259
815CF84E,778BBC01
815CF84E,7D69CE9A
7EE67F7A,NE35367
7EE67F7A,NE20938
7EE67F7A,8020EA49
7EE67F7A,7D12F7F2
7EE67F7A,NE22053
7EE67F7A,5A8AEC07
7EE67F7A,7BE63DC7
7EE67F7A,59F38EAB
7EE67F7A,NE35364
7EE67F7A,79871C09
7EE67F7A,057C05AD
7EE67F7A,78A9E7CE
7EE67F7A,7EB50133
7EE67F7A,76A2F4DF
7EE67F7A,7C5B8276
7EE67F7A,8020EA49
7EE67F7A,7EBB0350
7EE67F7A,5CE9E561
7EE67F7A,7EBB0350
7EE67F7A,02C6649A
7EE67F7A,79C6414E
7EE67F7A,01CCF205
7EE67F7A,7D12F7F2
7EE67F7A,80F10DB5
7EE67F7A,5AF720CB
7EE67F7A,7E8732FC
7EE67F7A,5974B8AF
7EE67F7A,80B0F31B
7EE67F7A,7A33210A
7EE67F7A,7A8E51CE
7EE67F7A,7E1CF3ED
7EE67F7A,7F412FAE
7EE67F7A,803BD9CE
7EE67F7A,816E7016
7EE67F7A,589E6726
7EE67F7A,76C4CF14
7EE67F7A,13B9EC2D
7EE67F7A,5AF720CB
7EE67F7A,NE35361
7EE67F7A,7BE63DC7
7EE67F7A,7B83225B
7EE67F7A,NE35359
7EE67F7A,02C6649A
7EE67F7A,7EB50133
7EE67F7A,NE35356
7EE67F7A,NE35374
7EE67F7A,7928FA16
7EE67F7A,7E1CF3ED
7EE67F7A,79C6414E
7EE67F7A,5A8AEC07
7EE67F7A,13B9EC2D
7EE67F7A,80F10DB5
7EE67F7A,80B0F31B
7EE67F7A,59F38EAB
7EE67F7A,NE32057
7EE67F7A,7E469BE7
7EE67F7A,5974B8AF
7EE67F7A,78A9E7CE
7EE67F7A,79871C09
7E89F806,764A1465
7E89F806,7B96A884
7E89F806,5885AF53
7E89F806,7D7E37B8
7E89F806,7EEF17B6
7E89F806,76D47E20
7E89F806,779AEC6B
7E89F806,78AF8BCA
7E89F806,7D5108A7
7E89F806,80DC8A4D
7E89F806,78CC1B6A
7E89F806,7DDBDB6E
7E89F806,779AEC6B
7E89F806,7D5108A7
7E89F806,5885AF53
7E89F806,81749C3B
7E89F806,751D56E7
7E89F806,78AF8BCA
7E89F806,7DDBDB6E
7E89F806,764A1465
7E89F806,7E27E6FE
7E89F806,80DC8A4D
7E89F806,76D47E20
7E89F806,7C990713
7E89F806,7EEF17B6
7E89F806,797DB4B6
7E89F806,0225AEF9
7E89F806,7D7E37B8
7E89F806,0225AEF9
7E89F806,5CF26AD5
7E89F806,81749C3B
80F43CEB,77F4EB2A
80F43CEB,NE35130
80F43CEB,NE35129
80F43CEB,7F55A029
80F43CEB,7F856D71
80F43CEB,77F4EB2A
7FA59658,7D2CF7ED
7FC13AAF,79E61340
7FC13AAF,815A72C2
7FC13AAF,7F21F811
7FC13AAF,8109C69D
7FC13AAF,NE35071
7FC13AAF,5A83210F
7FC13AAF,NE35070
7FC13AAF,NE35069
7FC13AAF,NE34375
7FC13AAF,NE35068
7FC13AAF,7F3C153A
7FC13AAF,769EB29A
7FC13AAF,7FFAEBA4
7FC13AAF,5D5DC766
7FC13AAF,771038DE
7FC13AAF,7E753C6F
7FC13AAF,8144A641
7FC13AAF,7E6660BE
7FC13AAF,NE35076
7FC13AAF,NE35077
7FC13AAF,7CEB161F
7FC13AAF,5E3B4C41
7FC13AAF,5A83210F
7FC13AAF,7FFAEBA4
7FC13AAF,7E6660BE
7FC13AAF,01E286A1
7FC13AAF,771038DE
7FC13AAF,79E61340
7FC13AAF,5E3B4C41
7FC13AAF,815A72C2
7FC13AAF,7F21F811
7FC13AAF,7CF6C7AA
7FC13AAF,599A5AA4
7FC13AAF,7CEB161F
7FC13AAF,7F3C153A
7FC13AAF,5D5DC766
7FC13AAF,8109C69D
7FC13AAF,8144A641
7FC13AAF,7E753C6F
7D9B88AA,5CBA78B4
7D9B88AA,58F5DBF5
7D9B88AA,6E851260
7D9B88AA,7D5B2F61
7D9B88AA,5BC433F3
7D9B88AA,7DABE0DA
7D9B88AA,79B17C36
7D9B88AA,7D917A37
7D9B88AA,7F78C773
7D9B88AA,78A25BB4
7D9B88AA,786D3619
7D9B88AA,7A3A7CF5
7D9B88AA,5C07A713
7D9B88AA,0859EC3E
7D9B88AA,6EDB16FA
7D9B88AA,59998440
7D9B88AA,7EDF45D3
7D9B88AA,75A63A77
7D9B88AA,812F7F9B
7D9B88AA,62A6B503
7D9B88AA,7CCA7A7E
7D9B88AA,75356CBF
7D9B88AA,7B2E5EC6
80D86752,80060F4C
80D86752,6C58FD99
80D86752,7FA314B5
80D86752,7F02987A
80D86752,5B9AA4D0
80D86752,7D0CF7A1
80D86752,7BBE7134
80D86752,7F25D0C8
80D86752,80F1E69F
80D86752,7B30D10E
8008E389,81301DE5
8008E389,09BB1587
8008E389,814FE84F
8008E389,7D0EDBCF
8008E389,7EA8C71A
8008E389,5D828556
8008E389,5A8B667F
8008E389,7FEEC43C
8008E389,7EE454AB
8008E389,7F34F605
8008E389,5D4706B9
8008E389,5E9BB890
8008E389,7E2AB15E
8008E389,80C33F25
8008E389,7ED2F52A
8008E389,80E8B26D
8008E389,80719F19
7F7B6AEE,7D2688EB
7F7B6AEE,75E4FAAC
7F7B6AEE,NE34694
7F7B6AEE,804798A9
7F7B6AEE,NE34697
7F7B6AEE,7EA7F140
7F7B6AEE,7636D2A1
7F7B6AEE,NE34699
7F7B6AEE,NE34698
7F7B6AEE,NE27824
7F7B6AEE,NE34695
7F7B6AEE,NE34696
7F7B6AEE,NE32498
7F7B6AEE,81D7CD1D
7F7B6AEE,7AE5DD56
7F7B6AEE,601140CF
7F7B6AEE,799DA595
7F7B6AEE,814EB340
7F7B6AEE,7DFE9738
7F7B6AEE,80AC1CB7
7F7B6AEE,799DA595
7F7B6AEE,7FCDC938
7F7B6AEE,7D2688EB
7F7B6AEE,NE30000
7F7B6AEE,7586F39A
7F7B6AEE,7F73882C
7F7B6AEE,81D7CD1D
7F7B6AEE,7EA7F140
7F7B6AEE,804798A9
7F7B6AEE,7AE5DD56
80E62792,NE34000
80E62792,NE32582
80E62792,80E62792
80E62792,NE34001
80E62792,NE34002
80E62792,NE32579
80E62792,NE34003
80E62792,7FD8D5E0
80E62792,7D074D85
80E62792,7E722295
80E62792,05482C18
80E62792,7702DE80
80E62792,7FB7AD3E
80E62792,7D94888F
80E62792,5DDEFE58
80E62792,5DA43735
80E62792,5E2DB6C1
80E62792,05DBB5D0
80E62792,7EC8B495
80E62792,7702DE80
7DD4640D,5B11D196
7DD4640D,5C93BCDC
7DD4640D,NE34042
7DD4640D,6DAA27E0
7DD4640D,NE34041
7DD4640D,7D12DD51
7DD4640D,7AA63534
7DD4640D,NE34047
7DD4640D,63A6E1B5
7DD4640D,NE34038
7DD4640D,62F78BA3
7DD4640D,085B9585
7DD4640D,5F215EAE
7DD4640D,7A247C9A
7DD4640D,7D6174BD
7DD4640D,NE34037
7DD4640D,7DEAFDCA
7DD4640D,772BFE2C
7DD4640D,79B17C36
7DD4640D,7DB03453
7DD4640D,772BFE2C
7DD4640D,802ED16B
7DD4640D,78354B5A
7DD4640D,5DD146E5
7DD4640D,7E8168C6
7DD4640D,81B444D2
7DD4640D,5DD146E5
7DD4640D,7EEE9A80
7DD4640D,70083A04
7DD4640D,7E3B26BC
7DD4640D,7D499AE4
7DD4640D,7C5DA214
7DD4640D,80207061
7DD4640D,7F7DB534
7DD4640D,7F3568A0
7DD4640D,7E4896DC
7DD4640D,6A33521E
7DD4640D,7E32322C
7DD4640D,80E51092
7DD4640D,7EEE9A80
7DD4640D,7FC5FF18
7DD4640D,797DB4B6
7DD4640D,7B803AB0
7DD4640D,752D9DB5
7DD4640D,7EBC1980
7DD4640D,7EDC24EF
7DD4640D,5FB7B07E
7DD4640D,63A6E1B5
7DD4640D,803BD9CE
7DD4640D,817E7926
7DD4640D,7B109F67
7DD4640D,7594369D
7DD4640D,7EDC0C3D
7DD4640D,7F3FA15E
7DD4640D,7AA63534
7DD4640D,01D719E5
7DD4640D,7B9C0F51
7DD4640D,590491AF
7DD4640D,827A2E83
7DD4640D,0AD1A66A
7DD4640D,7.57E+91
7DD4640D,7D5E188B
7DD4640D,80B82883
7DD4640D,59B7C867
7DD4640D,7567718B
7DD4640D,7DB03453
7DD4640D,5C92E7E5
7DD4640D,09D22AA4
7DD4640D,5C93BCDC
